CANMOREID,NMRSNAME,ALTNAME,SITETYPE,COUNTY,COUNCIL,PARISH,ACCURACY,URL,LINK,XCOORD,YCOORD,archaeology,EX,EV,WB,EXC_19C,EXC_1900_1950,EXC_1951_1999,EXC_post2000,NOTES,REFS
21379,"BERNERAY, BARRA HEAD LIGHTHOUSE",SRON AN DUIN,"FORT (PREHISTORIC), GALLERIED DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,BARRA,NGR given to the nearest 10m,https://canmore.org.uk/site/21379/,https://canmore.org.uk/site/21379/,54850,780230,['excavation'],0,0,0,,,,,This is more of a promontory fort than a dun. Same techniques but not the same. Block houses ,
21383,"PABBAY, DUNAN RUADH",,"BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,BARRA,NGR given to the nearest 10m,https://canmore.org.uk/site/21383/,https://canmore.org.uk/site/21383/,61280,787600,['excavation'],1,0,0,0,0,0,0,"Recently the site has been investigated systematically [3, 4]. Rescue excavation of the last fragment of a broch ? most of the wall of which has been eroded by the sea ? showed that its circuit wall was made up of (sic) four separate rings of walling, and in one place stood ten courses high. Midden deposits 1m deep were found, containing a fireplace together with bones, shells and pottery. There was also midden on the wallhead, which had run down into a collapsed mural cell, showing that the building had been in use when its wall was reduced to 1m. Among this late material was a bronze Pictish pin of the 6th/7th century. comprised of four separate concentric rings of walling, which in one place still stood ten courses high. An unexpected dip in the bedrock on which the broch is built preserved 1m of occupation deposits, from which bone, shell and pottery was recovered, together with fireplaces and complete sheep burials.","Discovery and Excavation in Scotland 1996, 103-04: 4. Ibid., 1998, 98: 5.; MacKie, E W. (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c.700 BC-AD 500: architecture and material culture, the Northern and Southern Mainland and the Western Islands, BAR British series 444(II), 444(1), 2 V. Oxford. Page(s): 1170"
22148,"EIGG, LOCH NAM BAN MORA",,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,SMALL ISLES,NGR given to the nearest 1m,https://canmore.org.uk/site/22148/,https://canmore.org.uk/site/22148/,145525,785229,['excavation'],0,0,0,,,,,,
24945,LITIGAN,,DUN (PERIOD UNASSIGNED),PERTHSHIRE,PERTH AND KINROSS,FORTINGALL,NGR given to the nearest 10m,https://canmore.org.uk/site/24945/,https://canmore.org.uk/site/24945/,276660,749660,"['excavation', 'excavated']",1,0,0,0,0,0,0,Described as a ring fort by Wainwright and as a dun by Feachem what was probably a large circular homestead with a substantial roof was excavated in 1969 under the direction of Mrs M E C Stewart and Messrs H Fairhurst and D B Taylor (D B Taylor 1969). Two concentric rings of post-holes were found at about 10ft and 15ft from the centre which was occupied by a hearth.,"Taylor, D B.ˇ(1969)ˇ'Litigan, Aberfeldy, ring fort', Discovery Excav Scot, 1969."
25545,TOM ORAIN,,"DUN (PERIOD UNASSIGNED), ROTARY QUERN (IRON AGE)(POSSIBLE)",PERTHSHIRE,PERTH AND KINROSS,DULL,NGR given to the nearest 10m,https://canmore.org.uk/site/25545/,https://canmore.org.uk/site/25545/,286600,736790,"['excavated', 'excavations', 'trench', 'evaluation']",1,0,0,0,0,0,0,"Excavation (6 November 2007 - 7 November 2007) The excavations showed that the homestead had been completely destroyed by piecemeal gravel extraction, although it produced part of a rotary quern of probable Iron Age date","Strachan and Winlow, D and S.ˇ(2007a)ˇ'Tom Orain, Glen Quach, Perth and Kinross (Ruith Mhuillin parish), research excavation', Discovery Excav Scot, vol. 8, 2007. Cathedral Communications Limited, Wiltshire, England."
24378,"MID TORRIE, 'THE AULD KNOWE'","WESTER TORRIE, CALLANDER","DUN (IRON AGE), FORT (PREHISTORIC)",PERTHSHIRE,STIRLING,KILMADOCK,NGR given to the nearest 1m,https://canmore.org.uk/site/24378/,https://canmore.org.uk/site/24378/,265276,704804,"['excavation', 'evaluation']",0,1,0,,,,,Archaeological Evaluation (1 March 2021),"Fyles, C.ˇ(2022)ˇWest Torrie, Historic impact assessment, in Jennifer Thoms, Discovery Excav Scot, New, vol. 22, 2021. Cathedral Communications Limited, Wiltshire, England. Page(s): 169"
26054,KAY CRAIG,"PAIRNEY BURN, EASTER COUL COTTAGE","DUN (IRON AGE) - (EARLY MEDIEVAL)(POSSIBLE), OUTWORKS (PREHISTORIC), UNIDENTIFIED POTTERY (MEDIEVAL)",PERTHSHIRE,PERTH AND KINROSS,AUCHTERARDER,NGR given to the nearest 10m,https://canmore.org.uk/site/26054/,https://canmore.org.uk/site/26054/,297440,712870,"['excavation', 'excavations', 'trenches']",1,0,0,0,0,0,0,"the discovery of Roman Iron Age glass during recent excavation (Poller 2013) One excavation trench was
positioned to explore the outer bank and inner hollow. Fragments of pottery from this
phase of infilling have been initially identified as medieval. The second trench explored a poorly preserved circular
structure on the summit of Kay Craig. a hearth setting, with
fragments of metalworking debris surrounding it, a whetstone
and an unfired clay loom weight. Only ephemeral traces of
occupation prior to the construction of the structure were
recorded.",DES2013: 147 Kay Craig: SERF Excavation and geophysical survey Tessa Poller ? University of Glasgow
33776,ROB'S REED,PITSCANDLY HILL,DUN (IRON AGE),ANGUS,ANGUS,RESCOBIE,NGR given to the nearest 1m,https://canmore.org.uk/site/33776/,https://canmore.org.uk/site/33776/,349067,752434,"['excavation', 'trench']",1,0,0,0,0,0,0,".Sample excavation targeted the inner face of this enclosure, in order to obtain radiocarbon samples from occupation surfaces and pre-bank layers to date the enclosure. A portion of a large hearth abutting the wall was identified. The trench was not bottomed in order to preserve the heath in-situ. Samples for dating were retrieved from the hearth and from occupation layers above.","James O?Driscoll and Gordon Noble - University of Aberdeen (Source: DES Vol 20) OASIS ID: jamesodr1-407620 O'Driscoll and Noble, J and G. (2020) Rob's Reed Fort - Comparative Kingship Project, Sample excavation, in Jennifer Thoms, Discovery Excav Scot, New, vol. 20, 2019. Cathedral Communications Ltd, Wiltshire, England. Page(s): 32"
34672,DUNNICHEN,,DUN (IRON AGE) - (EARLY MEDIEVAL)(POSSIBLE),ANGUS,ANGUS,DUNNICHEN,NGR given to the nearest 10m,https://canmore.org.uk/site/34672/,https://canmore.org.uk/site/34672/,350580,748660,['excavated'],0,0,0,,,,,,
39674,"ARRAN, TORR A' CHAISTEIL","TORR A'CHAISTEAL, CORRIECRAVIE","DUN (PREHISTORIC), MIDDEN (PREHISTORIC), QUERN (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NORTH AYRSHIRE,KILMORY,NGR given to the nearest 10m,https://canmore.org.uk/site/39674/,https://canmore.org.uk/site/39674/,192190,623260,"['excavations', 'dug']",1,0,0,0,0,0,0,"Balfour, who states that local informants say that the court had been dug into twice prior to his excavations, found the top stone of a quern and pieces of haematite iron. Balfour doesn't say this in 1910??","Balfour, J A (ed.. (1910c) The book of Arran, vol.1. [Glasgow]. Page(s): 187-9 fig.4 https://archive.org/details/cu31924091786248"
41013,COAL HILL,,DUN (PERIOD UNASSIGNED),AYRSHIRE,NORTH AYRSHIRE,ARDROSSAN,NGR given to the nearest 10m,https://canmore.org.uk/site/41013/,https://canmore.org.uk/site/41013/,224520,646990,['excavated'],1,0,0,0,0,0,0,"excavated in 1901-2 They were all of stone, apart from one piece of much rusted iron, and included many stone hammers, several polishers, three perforated stones, imperforate discs, querns, and a ball, 'possibly for a ballista'.","Smith, J.ˇ(1919)ˇ'Excavation of the forts of Castlehill, Aitnock, and Coalhill, Ayrshire', Proc Soc Antiq Scot, vol. 53, 1918-19. Page(s): 132-4"
41665,MONK WOOD MAINS,MOTE KNOWE,DUN (PREHISTORIC),AYRSHIRE,SOUTH AYRSHIRE,MAYBOLE,NGR given to the nearest 1m,https://canmore.org.uk/site/41665/,https://canmore.org.uk/site/41665/,233779,613942,['excavation'],1,0,0,0,0,0,0,a crude apparently recent excavation measuring some 2.0m by 1.5m and 0.5m deep shows nothing significant,OS (JRL) 10 October 1980
39637,"ARRAN, KILPATRICK",'THE CASHEL',"DUN (PREHISTORIC)(POSSIBLE), ENCLOSURE (POST MEDIEVAL), RIG AND FURROW (POST MEDIEVAL), SHORT CIST (BRONZE AGE), CINERARY URN (BRONZE AGE)",BUTESHIRE,NORTH AYRSHIRE,KILMORY,NGR given to the nearest 10m,https://canmore.org.uk/site/39637/,https://canmore.org.uk/site/39637/,190650,626190,"['excavation', 'excavations']",1,0,0,0,0,0,0,"some slight excavation was made in 1909.  but the discovery during the 1909 excavations of a cist and Food Vessel in the wall, might point to a much earlier date and quite different function.","Balfour, J A. (1910a) 'Notice of a cashel, an early christian settlement at Kilpatrick, Arran', Proc Soc Antiq Scot, vol. 44, 1909-10. Page(s): 90-101"
40075,"ARRAN, KINGSCROSS",KINGSCROSS POINT,DUN (PREHISTORIC),BUTESHIRE,NORTH AYRSHIRE,KILBRIDE,NGR given to the nearest 10m,https://canmore.org.uk/site/40075/,https://canmore.org.uk/site/40075/,205600,628270,"['excavation', 'excavated', 'excavations', 'trench']",1,0,0,0,0,0,0,"The area enclosed, excavated by Balfour: A scarped 'trench' 1.2m deep around the internal W arc appears an original feature but it is probably the result of excavations. finding of the remains of hearths at the lowest levels ; charcoal and some fragments of bone","Balfour, J A (ed..ˇ(1910c)ˇThe book of Arran, vol.1. [Glasgow]. Page(s): 182-5 plan"
41205,AITNOCK,AITNACH CRAIG,"DUN (IRON AGE), COIN(S) (ROMAN)",AYRSHIRE,NORTH AYRSHIRE,DALRY (CUNNINGHAME),NGR given to the nearest 1m,https://canmore.org.uk/site/41205/,https://canmore.org.uk/site/41205/,227889,650875,"['excavation', 'excavated', 'excavations']",1,0,0,0,0,0,0,"Excavations by Smith in 1901-2, , the floor had been levelled, then covered with yellow clay over which lay a pavement of rough slabs and water pebbles. Stone  Objects.Hammerstones, a large number.Anvil  of  quartzite,  5f  x by  2  inches,  much,  worked  at   one  end  and  a  largepart  of  it  stained  black.Ridge anvil of white quartz, 5Jx 5x 3 inches,  5|  Ibs. in weight.Whetstone of sandstone,  3f x 3 inches, worn hollow.Polisher,  1\ x 2\ x $ inches.Slickstone of quartzite,  glossy  011 one side.Needle-sharpener of fine-grained  slate, which had  also been used  as a hammer.Oval flattened  stone,  opposing surfaces worked flat  and  marked.Disc   of   sandstone,   imperforate   and   roughly   made,   1^   inch   in   diameter,flattened.Spindle  whorl,  or  perforated   stone,  If   inch  in  diameter,  hole  j  inch,  equalin diameter, all through, now quite soft. Glaxs.A bead of yellow vitreous paste.Pottery.One  fragment  of  a  shallow  Samian  bowl, too  far  decayed  to  afford  a  reliableindication  of  its  type,  but  it  is  probably  Dragendorff,  Type  18,  and  oflate  first-century  date.   There  is  also  another  piece  of  reddish  pottery,of  coarse Roman ware.Bone.There  were  many fragments  of  burnt  bones  in  the  relic-bearing  layer,  butno other kind of bones was  seen.One fragment  of a small object  of burnt bone,  perforated  at  one end.Miscellaneous.Charcoal   \vr.s  found   in  abundance,  but,  though  several   coal-seams   outcropin  the  glen, no cinders of  coal were observed.Only  one  lump  of  cawk  (barite  or  heavy  spar)  was  found  having  marks  ofrubbing.There  were  many  burnt  and   split  pebbles  which  may  have  been   used   asheating  stones.A few objects of  iron were recovered.Several  fragments  of  quern  stones were  found  which  seem  to  have  been pur-posely  broken.A  small  portion  of  a  millstone was found which  measured  5  inches  by  1ı  inchat the thickest part.Several grains of wheat were recovered  from  the  black layer. At  several  parts  of  the  interior  an  upper  black  layer  of  occupationwas  observed  laid above the  level debris of the walls of  the  earlier period,the  upper floor  being  formed  24 inches  above  the  older  one.  There  wasno evidence that during this occupation the fort  had been used as a work-shop or place for grinding corn;  at  least, not  a single implement or quern?was  found  in  connection  with  it.   From  the  centre  of  the  black  layer,however, came four  denarii;  these were as  follows  :?1.  Vespasian, Coh.  (2nd ed.),  i.  p.  371,  No. 45.2.  Hadrian, Coh. (2nd ed.), ii.  p. 229,  No.  1481.3.  Antoninus Pius, Coh.  (2nd  ed.),  ii. p.  295, No.  226.4.  Antoninus Pius, Coh.  (2nd ed.), ii.  p.  299, Nos.  286 ff.1The  coins  had  apparently  been  wrapped  in  some  material,  and  weresticking  together  in  a  mass  of  white  lead.","Smith, J.ˇ(1919)ˇ'Excavation of the forts of Castlehill, Aitnock, and Coalhill, Ayrshire', Proc Soc Antiq Scot, vol. 53, 1918-19. Page(s): 130-2"
40254,"BUTE, DUN SCALPSIE",,"DUN (PERIOD UNKNOWN), MILITARY TRAINING SITE (20TH CENTURY)",BUTESHIRE,ARGYLL AND BUTE,NORTH BUTE,NGR given to the nearest 1m,https://canmore.org.uk/site/40254/,https://canmore.org.uk/site/40254/,205480,658684,"['excavation', 'trench', 'dug']",1,0,0,0,0,0,0,"Excavation (July 1959) A small section was cut in 1959. Artefacts found included a spindle whorl, comb fragment, whetstones, slag, animal teeth and bones. Two occupation levels were found, all the finds coming from the primary layer, except the bones, found in both layers. Finds. 1. Spindle Whorl with hourglass perforation. Schist. 5.3 cm diameter, 1.3 cm thick, and 0.8 cm perforation. 2. Comb fragment. 1.7 .cm by 1.8 cm by 0.3 cm. 3., Small piece of schist with (tooling '!) marks, i.e., small scooped-out inc1s10ns. 1.2 cm by 0.2 cm. 4. Whetstone. Dolerite. 14.2 cm by 3 cm by 4.3 cm. 5. Whetstone. Schistose Grit. 2.4 cm. by 1.7 cm by 2.2 cm. 6. Small piece of slag. 7. Animal teeth and bones. All of the above finds, with the exception of the bone fragments, are from the primary occupation layer. Hone fragments were found in both layers.","MacCallum, R E.ˇ(1963)ˇ'Report on the excavation at Dun Scalpsie, Isle of Bute, July, 1959', Trans Buteshire Natur Hist Soc, vol. 15, 1963. Page(s): 45-52 plan https://www.discoverbutearchaeology.co.uk/"
40866,MOTE KNOWE,,"DUN (PREHISTORIC)(POSSIBLE), MOTTE (MEDIEVAL)(POSSIBLE)",AYRSHIRE,SOUTH AYRSHIRE,DAILLY,NGR given to the nearest 1m,https://canmore.org.uk/site/40866/,https://canmore.org.uk/site/40866/,229793,600193,['excavation'],0,0,0,,,,,,
40441,"BUTE, 'CASTLE CREE'","UPPER ARDROSCADALE, MACKIE'S CASTLE",DUN (PERIOD UNASSIGNED),BUTESHIRE,ARGYLL AND BUTE,NORTH BUTE,NGR given to the nearest 1m,https://canmore.org.uk/site/40441/,https://canmore.org.uk/site/40441/,203564,664133,['excavation'],0,0,0,,,,,,
40587,"PORTENCROSS, AULD HILL",AULDHILL,"DUN (PERIOD UNASSIGNED), FORT (PERIOD UNASSIGNED), HALL HOUSE (MEDIEVAL), MOTTE AND BAILEY (MEDIEVAL)",AYRSHIRE,NORTH AYRSHIRE,WEST KILBRIDE,NGR given to the nearest 10m,https://canmore.org.uk/site/40587/,https://canmore.org.uk/site/40587/,217830,649100,"['excavation', 'excavations']",1,0,0,0,0,0,0,Excavation (25 August 1987 - 9 September 1987) Excavation (19 July 1988 - 21 July 1988) Finds from the excavation reflected the great antiquity of the site with various prehistoric artefacts as well as a large assemblage of early medieval pottery from the construction and occupation of the hall. Excavation (1989 - 1989) Iron-age thermoluminessance data,"Auldhill, Portencross January 2015 Archaeological Journal 155(1):22-81 DOI:10.1080/00665983.1998.11078846"
40269,"BUTE, CLACHAN ARD",CLACH CARNIE,"CUP MARKED ROCK (NEOLITHIC) - (BRONZE AGE), DUN (PERIOD UNASSIGNED)",BUTESHIRE,ARGYLL AND BUTE,NORTH BUTE,NGR given to the nearest 1m,https://canmore.org.uk/site/40269/,https://canmore.org.uk/site/40269/,204460,658117,"['excavation', 'excavated', 'excavations', 'trench', 'trenches']",1,0,0,0,0,0,0,"excavations by Lord Bute in 1933. A saddle quern was found, also part of a kitchen midden of bones and shells, during the excavation: a  saddle  quern  was  found  at  a  depth  of  1 foot  un-accompanied by any other  sign of human  occupation. a  portion   of  kitchen-midden  was  found,  consisting  ofsplit bones and shells and a single smoothing stone;  a stone   2ú  feet  long  and |  foot  broad  was foundsmoothed  and  slightly  hollowed  on  the  surface,  as  if  a  natural  stonehad  been  used  as  a  grinding  stone.","Marshall, J N. (1934) 'Clachan Ard Fort, Bute', Proc Soc Antiq Scot, vol. 68, 1933-4. Page(s): 420-3; Marshall, J N. (1935a) 'Clachan Ard fort, Bute', Trans Buteshire Natur Hist Soc, vol. 11, 1935. Page(s): 80-3"
40915,DOWHILL MOUNT,DOWHILL MOTTE,"DUN (PREHISTORIC)(POSSIBLE), HUMAN REMAINS (PERIOD UNKNOWN), MOTTE (12TH CENTURY)",AYRSHIRE,SOUTH AYRSHIRE,KIRKOSWALD,NGR given to the nearest 1m,https://canmore.org.uk/site/40915/,https://canmore.org.uk/site/40915/,220284,602948,"['excavation', 'excavated']",0,0,0,,,,,,
41112,BOYDSTON,,DUN (PERIOD UNASSIGNED),AYRSHIRE,NORTH AYRSHIRE,WEST KILBRIDE,NGR given to the nearest 10m,https://canmore.org.uk/site/41112/,https://canmore.org.uk/site/41112/,221950,644850,['excavation'],1,0,0,0,0,0,0,Excavation has revealed a short stretch of the inner wall-face,"Smith, J.ˇ(1895)ˇPrehistoric man in Ayrshire. London. Page(s): 11"
40932,LAIGH KYLESTON,BOWERHILL,DUN (PREHISTORIC)(POSSIBLE),AYRSHIRE,SOUTH AYRSHIRE,MAYBOLE,NGR given to the nearest 1m,https://canmore.org.uk/site/40932/,https://canmore.org.uk/site/40932/,229500,618403,['trench'],0,0,0,,,,,,
40300,"BUTE, DUN BURGIDALE","CREAG NA BUIDSICH, BIRGIDALE, BURGADALE","GALLERIED DUN (IRON AGE), MILITARY TRAINING SITE (19TH CENTURY) - (20TH CENTURY)",BUTESHIRE,ARGYLL AND BUTE,NORTH BUTE,NGR given to the nearest 1m,https://canmore.org.uk/site/40300/,https://canmore.org.uk/site/40300/,206277,666051,['excavation'],1,0,0,0,0,0,0,ˇexcavation by the Marquess of Bute in the 19th century.,"Hewison, J K.ˇ(1893)ˇ'On the prehistoric forts of the Island of Bute', Proc Soc Antiq Scot, vol. 27, 1892-3. Page(s): 287-8"
43244,DUMBUIE,DUMBOWIE,DUN (PREHISTORIC)(POSSIBLE),DUNBARTONSHIRE,WEST DUNBARTONSHIRE,OLD KILPATRICK (DUMBARTON),NGR given to the nearest 1m,https://canmore.org.uk/site/43244/,https://canmore.org.uk/site/43244/,242193,675175,"['excavation', 'excavated']",1,0,0,0,0,0,0,"excavated in 1895 by the Helensburgh Natur Antiq Soc:  finds included bone implements, stone pounders, whetstones and perforated stones and part of two rotary querns","Millar, A.ˇ(1896)ˇNotes of the discovery and exploration of a circular fort on Dunbuie Hill, near Dumbarton', Proc Soc Antiq Scot, vol. 30, 1895-6. Page(s): 291-308"
42474,SHEMORE,,DUN (PREHISTORIC),DUNBARTONSHIRE,ARGYLL AND BUTE,LUSS,NGR given to the nearest 1m,https://canmore.org.uk/site/42474/,https://canmore.org.uk/site/42474/,234449,688434,"['excavation', 'trench']",1,0,0,0,0,0,0,"Limited excavation of this site revealed at least two defensive phases represented by timber-laced stone walls. The first wall, 2.5m thick, collapsed prior to the construction of the second wall and debris from its inner face overlay an occupation layer containing considerable quantities of pottery and burnt bone. The remains of this wall were subsequently incorporated into the second wall which was 5m thick. Traces of vertical and horizontal timbers were located within the walls and a palisade trench suggests that the inner face of the second wall may have been of timber. Vitrification appears to have taken place in the second phase. P Corser 1978","Corser, P.ˇ(1978)ˇ'Shermore Farm', Discovery Excav Scot, 1978. Page(s): 29, no.152"
